,정류소명,경도,위도,ADDRESS,CODE,정류소
6158,국립항공박물관.공항동천주교회,126.8118671,37.55555193,서울특별시 강서구 공항동,1150010800,국립항공박물관.공항동천주교회-1
6159,국립항공박물관.공항동천주교회,126.8119426,37.55527037,서울특별시 강서구 공항동,1150010800,국립항공박물관.공항동천주교회-2
6160,공항동지하도입구,126.8081451,37.55900454,서울특별시 강서구 공항동,1150010800,공항동지하도입구-1
6161,영인운수.차고지,126.8181896,37.54522812,서울특별시 강서구 외발산동,1150010700,영인운수.차고지-2
6162,방화중학교,126.8060425,37.5646471,서울특별시 강서구 방화동,1150010900,방화중학교-1
6163,방화2동주민센터,126.8054754,37.56716764,서울특별시 강서구 방화동,1150010900,방화2동주민센터-1
6164,방화동도시개발11단지,126.8043232,37.57065976,서울특별시 강서구 방화동,1150010900,방화동도시개발11단지-1
6165,개화2치안센터,126.8024554,37.57509909,서울특별시 강서구 개화동,1150011000,개화2치안센터-1
6166,개화2치안센터,126.8021,37.5752853,서울특별시 강서구 개화동,1150011000,개화2치안센터-2
6167,개화역1번출구.개화검문소,126.8000836,37.5785305,서울특별시 강서구 개화동,1150011000,개화역1번출구.개화검문소-1
6168,개화역1번출구.개화검문소,126.799864,37.5785277,서울특별시 강서구 개화동,1150011000,개화역1번출구.개화검문소-2
6169,상사마을,126.7984675,37.58202487,서울특별시 강서구 개화동,1150011000,상사마을-1
6170,상사마을,126.7983534,37.5820346,서울특별시 강서구 개화동,1150011000,상사마을-2
6171,영일고등학교.강서도서관,126.8634738,37.54896555,서울특별시 강서구 등촌동,1150010200,영일고등학교.강서도서관-1
6172,아이파크아파트.백석중학교.실로암안과,126.8622495,37.5451235,서울특별시 강서구 등촌동,1150010200,아이파크아파트.백석중학교.실로암안과-1
6173,등촌2동주민센터.등촌동대림아파트,126.8631181,37.54199546,서울특별시 강서구 등촌동,1150010200,등촌2동주민센터.등촌동대림아파트-1
6174,대일고교.임광아파트.배광교회,126.8636965,37.53978414,서울특별시 강서구 등촌동,1150010200,대일고교.임광아파트.배광교회-1
6175,용문사.시립화곡청소년센터,126.8634842,37.53731587,서울특별시 강서구 등촌동,1150010200,용문사.시립화곡청소년센터-1
6176,목동사거리,126.8636598,37.53277065,서울특별시 강서구 화곡동,1150010300,목동사거리-1
6177,목동사거리,126.8637504,37.53164062,서울특별시 강서구 화곡동,1150010300,목동사거리-2
6178,화곡동남부시장,126.8588601,37.53180485,서울특별시 강서구 화곡동,1150010300,화곡동남부시장-1
6179,성석교회,126.8575751,37.53159107,서울특별시 강서구 화곡동,1150010300,성석교회-1
6180,서울신정초등학교,126.8530902,37.53109962,서울특별시 강서구 화곡동,1150010300,서울신정초등학교-1
6181,서울신정초등학교,126.8524172,37.53094559,서울특별시 강서구 화곡동,1150010300,서울신정초등학교-2
6182,화곡8동주민센터,126.8498359,37.53078141,서울특별시 강서구 화곡동,1150010300,화곡8동주민센터-1
6183,화곡8동주민센터.까치산시장,126.848813,37.5306537,서울특별시 강서구 화곡동,1150010300,화곡8동주민센터.까치산시장-1
6184,KT강서지사,126.8476194,37.53001183,서울특별시 강서구 화곡동,1150010300,KT강서지사-1
6185,KT강서지사,126.8478402,37.52993791,서울특별시 강서구 화곡동,1150010300,KT강서지사-2
6186,화곡동유림아파트,126.8444616,37.53044913,서울특별시 강서구 화곡동,1150010300,화곡동유림아파트-1
6187,화곡동유림아파트,126.8442497,37.53036894,서울특별시 강서구 화곡동,1150010300,화곡동유림아파트-2
6188,황외과앞,126.8377883,37.53094387,서울특별시 강서구 화곡동,1150010300,황외과앞-1
6189,까치산역2번출구,126.8469324,37.53151918,서울특별시 강서구 화곡동,1150010300,까치산역2번출구-1
6190,까치산역4번출구,126.8463006,37.53227857,서울특별시 강서구 화곡동,1150010300,까치산역4번출구-1
6191,화곡동백구사,126.842741,37.53259588,서울특별시 강서구 화곡동,1150010300,화곡동백구사-1
6192,화곡동백구사,126.8407013,37.53241024,서울특별시 강서구 화곡동,1150010300,화곡동백구사-2
6193,화곡대림아파트,126.8388282,37.53312642,서울특별시 강서구 화곡동,1150010300,화곡대림아파트-1
6194,화곡동대림아파트.화곡중앙시장,126.8383563,37.53403095,서울특별시 강서구 화곡동,1150010300,화곡동대림아파트.화곡중앙시장-1
6195,가로공원.나누리병원,126.8371715,37.53677075,서울특별시 강서구 화곡동,1150010300,가로공원.나누리병원-1
6196,가로공원.나누리병원,126.8369125,37.53744564,서울특별시 강서구 화곡동,1150010300,가로공원.나누리병원-2
6197,가로공원.나누리병원,126.8364182,37.53697419,서울특별시 강서구 화곡동,1150010300,가로공원.나누리병원-3
6198,가로공원.나누리병원,126.8363025,37.53713482,서울특별시 강서구 화곡동,1150010300,가로공원.나누리병원-4
6199,화원중학교,126.8404359,37.53787896,서울특별시 강서구 화곡동,1150010300,화원중학교-2
6200,신월초등학교,126.838937,37.53868652,서울특별시 강서구 화곡동,1150010300,신월초등학교-1
6201,신월초등학교,126.8394834,37.53897811,서울특별시 강서구 화곡동,1150010300,신월초등학교-2
6202,화곡역.현대주유소,126.8410245,37.54068839,서울특별시 강서구 화곡동,1150010300,화곡역.현대주유소-1
6203,화곡역,126.8410405,37.54091445,서울특별시 강서구 화곡동,1150010300,화곡역-3
6204,화곡역1번출구,126.8396027,37.54254965,서울특별시 강서구 화곡동,1150010300,화곡역1번출구-1
6205,화곡역,126.8389672,37.5429789,서울특별시 강서구 화곡동,1150010300,화곡역-4
6206,대원시장,126.8381378,37.5440071,서울특별시 강서구 화곡동,1150010300,대원시장-1
6207,대원시장,126.8373694,37.54455648,서울특별시 강서구 화곡동,1150010300,대원시장-2
6208,화곡중고등학교,126.8362466,37.54717888,서울특별시 강서구 화곡동,1150010300,화곡중고등학교-1
6209,화곡중고등학교,126.8364223,37.54719025,서울특별시 강서구 화곡동,1150010300,화곡중고등학교-2
6210,우장산역,126.8364266,37.54924083,서울특별시 강서구 화곡동,1150010300,우장산역-1
6211,우장산역,126.8362492,37.54980301,서울특별시 강서구 내발산동,1150010600,우장산역-2
6212,명덕고등학교.웰튼병원,126.8365618,37.55314775,서울특별시 강서구 내발산동,1150010600,명덕고등학교.웰튼병원-1
6213,명덕고등학교.웰튼병원,126.8364333,37.55327898,서울특별시 강서구 내발산동,1150010600,명덕고등학교.웰튼병원-2
6214,발산역.우장산힐스테이트,126.8374796,37.55606797,서울특별시 강서구 내발산동,1150010600,발산역.우장산힐스테이트-1
6215,발산역.우장산힐스테이트,126.8375358,37.55675518,서울특별시 강서구 내발산동,1150010600,발산역.우장산힐스테이트-2
6216,발산역2번출구,126.8386069,37.56002385,서울특별시 강서구 등촌동,1150010200,발산역2번출구-1
6217,발산역3번출구,126.8388364,37.56019517,서울특별시 강서구 등촌동,1150010200,발산역3번출구-1
6218,서울호서전문학교.등촌주공3단지아파트,126.8395484,37.56283903,서울특별시 강서구 등촌동,1150010200,서울호서전문학교.등촌주공3단지아파트-1
6219,서울호서전문학교.등촌주공3단지아파트,126.8396842,37.56275838,서울특별시 강서구 등촌동,1150010200,서울호서전문학교.등촌주공3단지아파트-2
6220,서울강서우체국,126.8403633,37.56486221,서울특별시 강서구 등촌동,1150010200,서울강서우체국-1
6221,서울강서우체국,126.8401991,37.56486612,서울특별시 강서구 등촌동,1150010200,서울강서우체국-2
6222,양천향교역.휴먼빌아파트,126.8414686,37.5689907,서울특별시 강서구 가양동,1150010400,양천향교역.휴먼빌아파트-1
6223,양천향교입구,126.8415458,37.5701952,서울특별시 강서구 가양동,1150010400,양천향교입구-1
6224,가양한강타운아파트,126.8433032,37.57044943,서울특별시 강서구 가양동,1150010400,가양한강타운아파트-1
6225,가양한강타운아파트,126.8438023,37.57048728,서울특별시 강서구 가양동,1150010400,가양한강타운아파트-2
6226,가양2단지성지아파트.동양고등학교,126.8464358,37.56960065,서울특별시 강서구 가양동,1150010400,가양2단지성지아파트.동양고등학교-1
6227,가양2단지성지아파트.동양고등학교,126.8476361,37.56946602,서울특별시 강서구 가양동,1150010400,가양2단지성지아파트.동양고등학교-2
6228,한보구암마을아파트,126.8487893,37.5688641,서울특별시 강서구 가양동,1150010400,한보구암마을아파트-1
6229,가양동천주교영등포공업고등학교,126.8496171,37.56845844,서울특별시 강서구 가양동,1150010400,가양동천주교영등포공업고등학교-1
